StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3_7,Q3_8,Q3_9,Q3_10,Q3_17,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_16_TEXT,Q4_4,Q4_5,Q4_6,Q4_7,Q4_14,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_13_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_8_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_28,Q15_29,Q15_30,Q15_31,Q15_32,Q16,Q17,Q18,Path1-LaborVisibility_DO_Q28,Path1-LaborVisibility_DO_Q13,Path1-LaborVisibility_DO_Q12,Path1-LaborVisibility_DO_Q11
2022-01-11 17:00:02,2022-01-11 17:08:07,IP Address,100,484,True,2022-01-11 17:08:07,R_1nTsg5XHkLDZtQV,anonymous,EN,,,Languages,Frameworks,Libraries,Packages,Applications,,Scripts,Web-related,,,Browsers,Business & productivity applications,Communication technologies,Content management,,,Manufacturing,Publishing,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)",,"Presentations (e.g. talks, conferences)",,,,1 - Extremely dissatisfied,,,,,,,,,5 - Always,,,,,,5 - Always,,,,,4 - Often,,,1 - Extremely dissatisfied,,,,,,,,4 - Very important,,"Public announcement on every contribution, GitHub sponsorship awarded","* Releases with no notes
* Releases squashing original commits
* Unannounced releases
* Not saying a simple ""thank you""
* Rewriting patches with different approaches, without any credit nor mention
* Bureaucracy in contribution process, making contributions unwelcome","Generally, work should be paid for: for OSS ""it's complicated"", but it is slowly becoming more accepted",1,2,3,4
2022-01-11 18:40:01,2022-01-11 18:43:08,IP Address,100,187,True,2022-01-11 18:43:09,R_2YDQILeEYMdtuAr,anonymous,EN,,,,Frameworks,,,,,,Web-related,,,,,Communication technologies,Content management,,,,Publishing,,,,,,,,,5 - All of them,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)",,,,,,,,,,5 - Extremely satisfied,,,,4 - Often,,,,,,,5 - Always,,1 - Never,,,,,,,,,,5 - Extremely satisfied,,2 - Slightly important,,,,,,,1,2,3,4
2022-01-11 22:15:05,2022-01-11 22:25:26,IP Address,100,621,True,2022-01-11 22:25:27,R_2fg5Da374kcRAvh,anonymous,EN,,Operating systems,,,Libraries,,,,,Web-related,Something else,Documentation,,,,,,,,,,Software infrastructure,,,,,,,5 - All of them,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)","Social media (e.g. Twitter, Facebook)",,,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,,,3 - Moderately important,,,Durable record of existence and nature of contribution open to everyone's inspection,Effort invested in contribution not always obvious to people not directly participating,,1,4,3,2
2022-01-11 23:05:51,2022-01-11 23:09:34,IP Address,100,223,True,2022-01-11 23:09:35,R_1ly3Ac7bkt6Y8uZ,anonymous,EN,,Operating systems,,,,Packages,Applications,,,,Something else,Containers,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,2 - Dissatisfied,,,,,,,4 - Very important,,Explicit changelog acknowledgement,,,1,2,3,4
2022-01-12 02:10:41,2022-01-12 02:14:54,IP Address,100,253,True,2022-01-12 02:14:54,R_3kv0P72TUSA0I5Q,anonymous,EN,,,,,Libraries,,Applications,,Scripts,Web-related,Something else,Labs and learning,Browsers,Business & productivity applications,Communication technologies,Content management,Education,,,Publishing,,Software infrastructure,Something else,Large scale build systems and creative media / art,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,,,"Social media (e.g. Twitter, Facebook)",,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,,,I'm not sure,,,,,,I'm not sure,,,,,,I'm not sure,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,I Guess it's nice to have visible to show when looking for jobs or in a negative phase looking for things to be positive about.,"A Pet Peeve is when people take the work and before it has your name on it, do some tangential re-spin, and commit in their name. What annoys me isn't really the credit, but they act like a bad client, who isn't paying you.",,1,4,3,2
2022-01-12 04:54:42,2022-01-12 04:57:52,IP Address,100,189,True,2022-01-12 04:57:52,R_2rJjs63uHPfzzvD,anonymous,EN,,Operating systems,Languages,,Libraries,Packages,Applications,,,,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,,,Something else,,Commit messages,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,2,3,4
2022-01-11 09:56:42,2022-01-12 08:55:41,IP Address,100,82738,True,2022-01-12 08:55:41,R_3knBGREFLOcixXk,anonymous,EN,,Operating systems,,Frameworks,,Packages,,,,Web-related,,,,Business & productivity applications,,,,,,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,1,2,3,4
2022-01-12 09:11:10,2022-01-12 09:13:51,IP Address,100,160,True,2022-01-12 09:13:51,R_r9CHX0nmhrdqGkh,anonymous,EN,,,,,,,Applications,,Scripts,,,,,,Communication technologies,,,,,,,,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Dissatisfied,,,,,2 - Slightly important,,,,The projects did acknowledge my contribution.,Credits were buried deep in documentation and were hard to find unless you were actually looking for the credits.,,1,4,3,2
2022-01-12 10:31:20,2022-01-12 10:32:57,IP Address,100,96,True,2022-01-12 10:32:57,R_22RKIExGBAtjmZ4,anonymous,EN,,,,,,,Applications,,,Web-related,,,Browsers,,,,,Entertainment,,,,,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,"Blogs (e.g. Medium, personal websites)",,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,1,4,3,2
2022-01-12 21:27:43,2022-01-12 21:29:35,IP Address,100,112,True,2022-01-12 21:29:35,R_2OU6zi2emBMhhYM,anonymous,EN,,,,,,,Applications,,,,,,Browsers,,,,,,,,,,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,,,,,,,,I’m not sure,,1 - Extremely dissatisfied,,,,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,,4 - Often,,,1 - Extremely dissatisfied,,,,,,,3 - Moderately important,,,,,,1,2,3,4
2022-01-13 09:44:53,2022-01-13 09:48:47,IP Address,100,233,True,2022-01-13 09:48:47,R_3HHyj9UNXo9YnVp,anonymous,EN,,Operating systems,,,,Packages,,,,,Something else,Documentation,,,Communication technologies,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,,5 - Always,,,2 - Rarely,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,,,1,4,3,2
2022-01-13 17:00:03,2022-01-13 17:02:55,IP Address,100,172,True,2022-01-13 17:02:55,R_d3StCvLT8QCxW93,anonymous,EN,,,,Frameworks,Libraries,Packages,,,,Web-related,Something else,Networking,,,Communication technologies,,,Entertainment,,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,,,,,,,,2 - Dissatisfied,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,2 - Dissatisfied,,,,,,3 - Moderately important,,,I can't think of anything that really worked well.,"Most projects give people credit by accident, if at all.","I don't think that the infrastructure even exists to credit people for their work, even a basic ""thank you"" except for the very largest, due to a lack of volunteer effort (or staffing headcount) available to do that.",1,4,3,2
2022-01-14 03:44:32,2022-01-14 03:49:38,IP Address,100,305,True,2022-01-14 03:49:38,R_2ToxUkkLMoek5f7,anonymous,EN,,,,Frameworks,Libraries,,,,,Web-related,,,Browsers,,,,,,,,,,,,,,,4 - Most of them,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,,"Blogs (e.g. Medium, personal websites)",,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,,5 - Always,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,Mentioning in releasnotes and announcements on the blog,,,1,4,3,2
2022-01-14 10:54:56,2022-01-14 11:01:07,IP Address,100,371,True,2022-01-14 11:01:07,R_3Em1VQPG1tZHWRQ,anonymous,EN,,,,,,Packages,Applications,,Scripts,Web-related,,,,,,,,Entertainment,,,,,,,,,,4 - Most of them,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,,,,,,Something else,,Discord (chat app) announcements,,,3 - Neither satisfied nor dissatisfied,,,,2 - Rarely,,,,,,,,,5 - Always,,,,,,,I'm not sure,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,"Typed (not generated) username shout-out
Some form of copyright recognition as a code author in the distribution",Editorializing the nature of the contribution without cause,"I wish maintainers knew that they have a recognition responsibility to individual code authors, if not in the License text, then as an AUTHORS file",1,4,3,2
2022-01-14 11:37:48,2022-01-14 11:39:46,IP Address,100,118,True,2022-01-14 11:39:47,R_3kbwaeTyZRHG191,anonymous,EN,,,Languages,,Libraries,,Applications,,,Web-related,,,,,,,,,,,,,Something else,Developer Tooling,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,1,2,3,4
2022-01-15 17:01:03,2022-01-15 17:05:29,IP Address,100,266,True,2022-01-15 17:05:29,R_ysaNpbWZQXdiyY1,anonymous,EN,Hardware,Operating systems,,,Libraries,,,,,,Something else,Firmware,,,Communication technologies,,,,,,,Software infrastructure,Something else,Compute Infrastructure,,2 - Few of them,,,,,,,3 - Some of them,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,"Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,,,1,4,3,2
2022-01-15 17:06:05,2022-01-15 17:09:42,IP Address,100,217,True,2022-01-15 17:09:43,R_3NwgFNqKKgUlQnm,anonymous,EN,Hardware,,,Frameworks,,,Applications,,,,,,,,,,,Entertainment,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,1,4,3,2
2022-01-15 17:08:31,2022-01-15 17:15:21,IP Address,100,410,True,2022-01-15 17:15:21,R_55yE1CTxxrBYaPv,anonymous,EN,,,,,,Packages,Applications,Data science,,,,,,,,,,,,,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,,5 - Always,,,,,,5 - Always,,1 - Never,,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,"In one project, hierarchy within the community is very strict and the maintainer group seems gated and unapproachable. I can’t tell if they are aware of my or others work or if they appreciate it or not. ",,1,4,3,2
2022-01-15 23:58:15,2022-01-15 23:59:38,IP Address,100,82,True,2022-01-15 23:59:38,R_qKOcCPH8Jt3vUQx,anonymous,EN,,Operating systems,Languages,Frameworks,Libraries,Packages,Applications,,Scripts,Web-related,,,Browsers,,Communication technologies,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,4,3,2
2022-01-20 10:21:46,2022-01-20 10:26:18,IP Address,100,272,True,2022-01-20 10:26:19,R_2YCWDutPVkEjZSA,anonymous,EN,Hardware,Operating systems,,,Libraries,,,,,,,,Browsers,Business & productivity applications,Communication technologies,Content management,Education,Entertainment,Manufacturing,Publishing,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,,,,,,Something else,,kernel git log,,,,4 - Satisfied,,,,,,5 - Always,,,2 - Rarely,,,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,1 - Not at all important,,,,,,,,1,4,3,2
2022-01-20 14:21:52,2022-01-20 14:25:14,IP Address,100,201,True,2022-01-20 14:25:14,R_1do9jL0BpX47Za0,anonymous,EN,Hardware,Operating systems,,,,,,,,,,,,,,,,,,Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2
2022-01-20 14:38:34,2022-01-20 14:43:24,IP Address,100,289,True,2022-01-20 14:43:24,R_3kGS3QOXQv5grvM,anonymous,EN,,,,,,,Applications,,,Web-related,,,,Business & productivity applications,,,,,,,,,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Dissatisfied,,,,,,3 - Moderately important,,,Discussion/mention on mailing list worked well.,Change log wasn't really useful.,,1,2,3,4
2022-01-21 07:45:22,2022-01-21 07:46:27,IP Address,100,65,True,2022-01-21 07:46:27,R_8G5UlsAM1oRLqNj,anonymous,EN,,Operating systems,,,,,,,,Web-related,,,Browsers,,,,,,Manufacturing,,,Software infrastructure,,,1 - None of them,,,,,,1 - None of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,,,,
2022-01-21 16:30:24,2022-01-21 16:35:51,IP Address,100,327,True,2022-01-21 16:35:52,R_2v81y3wBOURT3s9,anonymous,EN,,,,,,,Applications,,,,,,,,,Content management,,,,,,,,,,,,,5 - All of them,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,Something else,,Slack achievements channel,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,It was public and positive.,It is transient in nature (goes away) so I guess it's hard to show a record when you're job hunting.,The community I'm in is working on a 'karma points' idea to better acknowledge code and non-code contributions to the project. They will be attached to your community member profile.,1,2,3,4
2022-01-22 03:42:11,2022-01-22 04:03:18,IP Address,100,1267,True,2022-01-22 04:03:19,R_2DLwKePK4klLBRm,anonymous,EN,,Operating systems,Languages,Frameworks,Libraries,Packages,Applications,,,,Something else,Manuals,Browsers,Business & productivity applications,,Content management,Education,,,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)","Social media (e.g. Twitter, Facebook)",,,,,,,,,4 - Satisfied,,,,,,,I'm not sure,,,,,,I'm not sure,,,,,,I'm not sure,,2 - Dissatisfied,,,,,2 - Slightly important,,,,"The instances that had the most impact in me personally were those that were spontaneous, non-regular communications by the project maintainers. That said, credit included in regular processes like release notes also showcase a care from the project maintainers (or the platform administrators) to ensure the collaborative nature of the projects, and the aggregate contributions by different people, is properly highlighted.",Often it's a manual process that's not easily scalable or maintainable in the long term. The entire ecosystem should (continue to) move towards the development and adoption of tools that facilitate crediting contributors in an automated or semi-automated fashion.,"Explicit credit naturally gravitates towards larger, more visible contributions, and that makes sense from a scaling perspective (from both the production and consumption of that credit). However, implicit credit (and automated metrics) could be more inclusive in what counts as contribution. For example, github showcases contributors to a repository in the sidebar, but only commits count as contributions, whereas activities like issue reporting, issue triaging, code review, translations performed in third-party platforms, spreading the word, etc., tend to be overlooked.",1,2,3,4
2022-01-22 08:35:56,2022-01-22 08:39:01,IP Address,100,185,True,2022-01-22 08:39:01,R_VQfuQOiFoLzFlDz,anonymous,EN,,Operating systems,,,,,Applications,,,,,,,Business & productivity applications,,,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,,"Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,,,I'm not sure,,,,,,I'm not sure,1 - Never,,,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,"I don't need a lot of credit, but a pat on the back is always welcome",N/A,,1,2,3,4
2022-01-22 22:19:34,2022-01-22 22:37:51,IP Address,100,1097,True,2022-01-22 22:37:52,R_2tAy8wmh5YANblG,anonymous,EN,,Operating systems,,,,,,,,,,,,,,,,,,,,,Something else,Linux Kernel Device drivers: enable new HW/support existing HW,1 - None of them,,,,,,,2 - Few of them,,,,,,,,,,,,Something else,,linux kernel commit message,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,"Git commit history for linux kernel is ""permanent"" people can always see your contribution *if they look for it*.","So many people commit code to the linux kernel that no one bothers to look for your commits unless they need to. Until you are a ""top 10"" (or so) commiter to linux kernel, most people won't know who you are or care.

And getting ""credit"" for commits ""wears off"" over time - so unless the commits were in the past year (for larger changes) or couple of months for smaller fixes, it doesn't really matter.",Credit for committing code is over rated. It's so much easier to write new code than it is to debug someone else's code (and post a fix) or review someone else's code.  People should be getting a lot more credit for reviewing code than committing code. It's part of the reason being a subsystem or driver maintainer in the linux kernel matters way more than committing code - they don't always get credit for this role though.,1,4,3,2
2022-01-23 01:30:47,2022-01-23 01:32:39,IP Address,100,112,True,2022-01-23 01:32:39,R_4YJpP8hTW9btLcB,anonymous,EN,,,,,,Packages,Applications,Data science,,Web-related,,,,Business & productivity applications,,Content management,,,,,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)",,,"Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,,,1,4,3,2
2022-01-23 17:57:22,2022-01-23 18:21:41,IP Address,100,1459,True,2022-01-23 18:21:41,R_2dnlFr0JxlU7equ,anonymous,EN,,Operating systems,Languages,,Libraries,Packages,Applications,,,,,,,,,,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,,,,,,Something else,,"Email, chat, or acknowledgement in presentations",,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,1 - Never,,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,I lead a project and deliberately try to acknowledge the work of others even if it downplays my own efforts. People need thanks. I used to send Christmas cards to the top contributors or new ones that needed a thanks.,"Assuming someone sees a particular form of social media ",Giving credit is important. Not giving credit can drive people away quickly.,1,4,3,2
2022-01-26 09:14:59,2022-01-26 09:26:01,IP Address,100,661,True,2022-01-26 09:26:02,R_sO0s8OdAJiOcsKt,anonymous,EN,,,,,,,Applications,,,,Something else,Metrics and reporting best practices,,,,,,,,,Scientific research,,Something else,OS data aggregation and reporting,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,"Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,Documentation - this allows for variable contribution descriptions,"As you know, non-coding activities are typically less tracked - say reviews/edits provided to assets that have not yet arrived on github ","Something that we have been discussing in CHAOSS is whether individuals WANT to be named or credited - credit described in documentation offers that flexibility whereas automated systems would not account for this nuance and have the potential to extend beyond the comfort levels of participants. ",1,4,3,2
2022-01-27 10:09:19,2022-01-27 10:12:31,IP Address,100,191,True,2022-01-27 10:12:31,R_2ay0ZlSLMjqNvr5,anonymous,EN,,,,,Libraries,Packages,Applications,Data science,Scripts,Web-related,,,,,Communication technologies,,,Entertainment,,Publishing,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)","Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,When people say thanks to me directly.,"Anything automated feels fake. ",,1,2,3,4
2022-01-27 10:21:03,2022-01-27 10:27:21,IP Address,100,377,True,2022-01-27 10:27:21,R_1pVT8E1SwIP19ej,anonymous,EN,,,,,,,,,,,Something else,Education and Research,,,,,Education,,,,,,Something else,Applied Research,,,,,5 - All of them,,,,,,5 - All of them,,,,,,,,"Presentations (e.g. talks, conferences)",Something else,,"Salary, research funding, published research studies, articles I wrote, articles others wrote, podcasts interviews, etc",,,,,5 - Extremely satisfied,,,,,5 - Always,,,,,,5 - Always,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,,,,,5 - Extremely important,"Payment, academic credit, credit in publications, documentation, etc",NA,,1,2,3,4
2022-01-27 10:36:43,2022-01-27 10:38:49,IP Address,100,126,True,2022-01-27 10:38:50,R_3F29tp4GdFeW8Hm,anonymous,EN,,,Languages,,Libraries,Packages,Applications,Data science,Scripts,Web-related,,,,Business & productivity applications,,,Education,,,,Scientific research,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,"Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,1,4,3,2
2022-01-27 11:50:25,2022-01-27 11:54:05,IP Address,100,219,True,2022-01-27 11:54:05,R_Wv4xPAVSt7EqzjX,anonymous,EN,Hardware,,,Frameworks,Libraries,Packages,Applications,Data science,Scripts,Web-related,,,Browsers,Business & productivity applications,,,,,,Publishing,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",Something else,,"Coauthorships, citations to work products",,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,2,3,4
2022-01-27 11:20:54,2022-01-27 13:26:40,IP Address,100,7545,True,2022-01-27 13:26:40,R_24zJad9hW2BU31S,anonymous,EN,Hardware,,Languages,,,,,Data science,,,,,,,,,Education,,Manufacturing,Publishing,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,"Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,,,,I'm not sure,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Very important,,,,,1,2,3,4
2022-01-27 17:10:11,2022-01-27 17:13:40,IP Address,100,209,True,2022-01-27 17:13:41,R_31cj0s7vQy3WjiB,anonymous,EN,,,,Frameworks,Libraries,Packages,,,Scripts,Web-related,,,,Business & productivity applications,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,,,,,"Social media (e.g. Twitter, Facebook)",,,Something else,,peer feedback,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,1,2,3,4
2022-01-27 18:55:23,2022-01-27 19:09:24,IP Address,100,841,True,2022-01-27 19:09:24,R_8qBRBY1AvHYECwV,anonymous,EN,,Operating systems,,,Libraries,Packages,Applications,,Scripts,,,,,,,,Education,,,,,,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,,5 - Extremely satisfied,,,,4 - Often,,,,,,,5 - Always,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,,,3 - Moderately important,,,Everything about acknowledging peoples' contributions works well.,NIL,,1,4,3,2
